AAA                  | DECIMAL        | BASE           | I86            | 0x37 not64                                                                       | REG0=XED_REG_AL:rw:SUPP REG1=XED_REG_AH:rw:SUPP
PCMPESTRI            | SSE            | SSE4           | SSE42          | 0x0F 0x3A 0x61 osz_refining_prefix IMMUNE66() mode64 norexw_prefix  MOD[0b11] MOD=3 REG[rrr] RM[nnn] UIMM8() | REG0=XMM_R():r:dq     REG1=XMM_B():r:dq IMM0:r:b REG2=XED_REG_EAX:r:SUPP REG3=XED_REG_EDX:r:SUPP REG4=XED_REG_ECX:w:SUPP
PCMPESTRI64          | SSE            | SSE4           | SSE42          | 0x0F 0x3A 0x61 osz_refining_prefix IMMUNE66() mode64 rexw_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() UIMM8() | REG0=XMM_R():r:dq     MEM0:r:dq         IMM0:r:b REG1=XED_REG_RAX:r:SUPP REG2=XED_REG_RDX:r:SUPP REG3=XED_REG_RCX:w:SUPP
PCMPESTRI64          | SSE            | SSE4           | SSE42          | 0x0F 0x3A 0x61 osz_refining_prefix IMMUNE66() mode64 rexw_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn] UIMM8() | REG0=XMM_R():r:dq     REG1=XMM_B():r:dq IMM0:r:b REG2=XED_REG_RAX:r:SUPP REG3=XED_REG_RDX:r:SUPP REG4=XED_REG_RCX:w:SUPP
PCMPESTRM            | SSE            | SSE4           | SSE42          | 0x0F 0x3A 0x60 osz_refining_prefix IMMUNE66() not64 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() UIMM8() | REG0=XMM_R():r:dq     MEM0:r:dq         IMM0:r:b REG1=XED_REG_EAX:r:SUPP REG2=XED_REG_EDX:r:SUPP REG3=XED_REG_XMM0:w:dq:SUPP
PCMPESTRM            | SSE            | SSE4           | SSE42          | 0x0F 0x3A 0x60 osz_refining_prefix IMMUNE66() not64 MOD[0b11] MOD=3 REG[rrr] RM[nnn] UIMM8() | REG0=XMM_R():r:dq     REG1=XMM_B():r:dq IMM0:r:b REG2=XED_REG_EAX:r:SUPP REG3=XED_REG_EDX:r:SUPP REG4=XED_REG_XMM0:w:dq:SUPP
PCMPESTRM            | SSE            | SSE4           | SSE42          | 0x0F 0x3A 0x60 osz_refining_prefix IMMUNE66() mode64 norexw_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() UIMM8() | REG0=XMM_R():r:dq     MEM0:r:dq         IMM0:r:b REG1=XED_REG_EAX:r:SUPP REG2=XED_REG_EDX:r:SUPP REG3=XED_REG_XMM0:w:dq:SUPP
PCMPESTRM            | SSE            | SSE4           | SSE42          | 0x0F 0x3A 0x60 osz_refining_prefix IMMUNE66() mode64 norexw_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn] UIMM8() | REG0=XMM_R():r:dq     REG1=XMM_B():r:dq IMM0:r:b REG2=XED_REG_EAX:r:SUPP REG3=XED_REG_EDX:r:SUPP REG4=XED_REG_XMM0:w:dq:SUPP
PCMPESTRM64          | SSE            | SSE4           | SSE42          | 0x0F 0x3A 0x60 osz_refining_prefix IMMUNE66() mode64 rexw_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() UIMM8() | REG0=XMM_R():r:dq     MEM0:r:dq         IMM0:r:b REG1=XED_REG_RAX:r:SUPP REG2=XED_REG_RDX:r:SUPP REG3=XED_REG_XMM0:w:dq:SUPP
PCMPESTRM64          | SSE            | SSE4           | SSE42          | 0x0F 0x3A 0x60 osz_refining_prefix IMMUNE66() mode64 rexw_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn] UIMM8() | REG0=XMM_R():r:dq     REG1=XMM_B():r:dq IMM0:r:b REG2=XED_REG_RAX:r:SUPP REG3=XED_REG_RDX:r:SUPP REG4=XED_REG_XMM0:w:dq:SUPP
PCMPGTB              | MMX            | MMX            | PENTIUMMMX     | 0x0F 0x64 no_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  MODRM()            | REG0=MMX_R():rw:q:i8 MEM0:r:q:i8
PCMPGTB              | MMX            | MMX            | PENTIUMMMX     | 0x0F 0x64 no_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]                    | REG0=MMX_R():rw:q:i8 REG1=MMX_B():r:q:i8
PCMPGTD              | MMX            | MMX            | PENTIUMMMX     | 0x0F 0x66 no_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  MODRM()            | REG0=MMX_R():rw:q:i32 MEM0:r:q:i32
PCMPGTD              | MMX            | MMX            | PENTIUMMMX     | 0x0F 0x66 no_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]                    | REG0=MMX_R():rw:q:i32 REG1=MMX_B():r:q:i32
PCMPGTQ              | SSE            | SSE4           | SSE42          | 0x0F 0x38 0x37  osz_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  REFINING66() MODRM() | REG0=XMM_R():rw:dq     MEM0:r:dq
PCMPGTQ              | SSE            | SSE4           | SSE42          | 0x0F 0x38 0x37  osz_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]  REFINING66() | REG0=XMM_R():rw:dq     REG1=XMM_B():r:dq
PCMPGTW              | MMX            | MMX            | PENTIUMMMX     | 0x0F 0x65 no_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  MODRM()            | REG0=MMX_R():rw:q:i16 MEM0:r:q:i16
PCMPGTW              | MMX            | MMX            | PENTIUMMMX     | 0x0F 0x65 no_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]                    | REG0=MMX_R():rw:q:i16 REG1=MMX_B():r:q:i16
PCMPISTRI            | SSE            | SSE4           | SSE42          | 0x0F 0x3A 0x63 osz_refining_prefix IMMUNE66() not64 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() UIMM8() | REG0=XMM_R():r:dq     MEM0:r:dq         IMM0:r:b REG1=XED_REG_ECX:w:SUPP
PCMPISTRI            | SSE            | SSE4           | SSE42          | 0x0F 0x3A 0x63 osz_refining_prefix IMMUNE66() not64 MOD[0b11] MOD=3 REG[rrr] RM[nnn] UIMM8() | REG0=XMM_R():r:dq     REG1=XMM_B():r:dq IMM0:r:b REG2=XED_REG_ECX:w:SUPP
PCMPISTRI            | SSE            | SSE4           | SSE42          | 0x0F 0x3A 0x63 osz_refining_prefix IMMUNE66() mode64 norexw_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() UIMM8() | REG0=XMM_R():r:dq     MEM0:r:dq         IMM0:r:b REG1=XED_REG_ECX:w:SUPP
PCMPISTRI            | SSE            | SSE4           | SSE42          | 0x0F 0x3A 0x63 osz_refining_prefix IMMUNE66() mode64 norexw_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn] UIMM8() | REG0=XMM_R():r:dq     REG1=XMM_B():r:dq IMM0:r:b REG2=XED_REG_ECX:w:SUPP
PCMPISTRI64          | SSE            | SSE4           | SSE42          | 0x0F 0x3A 0x63 osz_refining_prefix IMMUNE66() mode64 rexw_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() UIMM8() | REG0=XMM_R():r:dq     MEM0:r:dq         IMM0:r:b REG1=XED_REG_RCX:w:SUPP
PCMPISTRI64          | SSE            | SSE4           | SSE42          | 0x0F 0x3A 0x63 osz_refining_prefix IMMUNE66() mode64 rexw_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn] UIMM8() | REG0=XMM_R():r:dq     REG1=XMM_B():r:dq IMM0:r:b REG2=XED_REG_RCX:w:SUPP
PCMPISTRM            | SSE            | SSE4           | SSE42          | 0x0F 0x3A 0x62 osz_refining_prefix IMMUNE66() MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() UIMM8() | REG0=XMM_R():r:dq     MEM0:r:dq         IMM0:r:b REG1=XED_REG_XMM0:w:dq:SUPP
PCMPISTRM            | SSE            | SSE4           | SSE42          | 0x0F 0x3A 0x62 osz_refining_prefix IMMUNE66() MOD[0b11] MOD=3 REG[rrr] RM[nnn] UIMM8() | REG0=XMM_R():r:dq     REG1=XMM_B():r:dq IMM0:r:b REG2=XED_REG_XMM0:w:dq:SUPP
PCONFIG              | PCONFIG        | PCONFIG        | PCONFIG        | 0x0F 0x01 MOD[0b11] MOD=3  REG[0b000] RM[0b101]  no_refining_prefix              | REG0=XED_REG_EAX:rw:SUPP:d:u32 REG1=XED_REG_EBX:crw:SUPP:d:u32 REG2=XED_REG_ECX:crw:SUPP:d:u32 REG3=XED_REG_EDX:crw:SUPP:d:u32
PEXTRW               | MMX            | MMX            | PENTIUMMMX     | 0x0F 0xC5 no_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]  UIMM8()           | REG0=GPR32_R():w REG1=MMX_B():r:q:u16 IMM0:r:b
PHADDD               | MMX            | SSSE3          | SSSE3MMX       | 0x0F 0x38 0x02 no_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  MODRM()       | REG0=MMX_R():rw:q MEM0:r:q
PHADDD               | MMX            | SSSE3          | SSSE3MMX       | 0x0F 0x38 0x02 no_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]               | REG0=MMX_R():rw:q REG1=MMX_B():r:q
PHADDSW              | MMX            | SSSE3          | SSSE3MMX       | 0x0F 0x38 0x03 no_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  MODRM()       | REG0=MMX_R():rw:q MEM0:r:q
PHADDSW              | MMX            | SSSE3          | SSSE3MMX       | 0x0F 0x38 0x03 no_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]               | REG0=MMX_R():rw:q REG1=MMX_B():r:q
PHADDW               | MMX            | SSSE3          | SSSE3MMX       | 0x0F 0x38 0x01 no_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  MODRM()       | REG0=MMX_R():rw:q MEM0:r:q
PHADDW               | MMX            | SSSE3          | SSSE3MMX       | 0x0F 0x38 0x01 no_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]               | REG0=MMX_R():rw:q REG1=MMX_B():r:q
PHSUBD               | MMX            | SSSE3          | SSSE3MMX       | 0x0F 0x38 0x06 no_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  MODRM()       | REG0=MMX_R():rw:q MEM0:r:q
PHSUBD               | MMX            | SSSE3          | SSSE3MMX       | 0x0F 0x38 0x06 no_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]               | REG0=MMX_R():rw:q REG1=MMX_B():r:q
PHSUBSW              | MMX            | SSSE3          | SSSE3MMX       | 0x0F 0x38 0x07 no_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  MODRM()       | REG0=MMX_R():rw:q MEM0:r:q
PHSUBSW              | MMX            | SSSE3          | SSSE3MMX       | 0x0F 0x38 0x07 no_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]               | REG0=MMX_R():rw:q REG1=MMX_B():r:q
PHSUBW               | MMX            | SSSE3          | SSSE3MMX       | 0x0F 0x38 0x05 no_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  MODRM()       | REG0=MMX_R():rw:q MEM0:r:q
PHSUBW               | MMX            | SSSE3          | SSSE3MMX       | 0x0F 0x38 0x05 no_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]               | REG0=MMX_R():rw:q REG1=MMX_B():r:q
PINSRW               | MMX            | MMX            | PENTIUMMMX     | 0x0F 0xC4 no_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  MODRM() UIMM8()    | REG0=MMX_R():rw:q:u16 MEM0:r:w:u16 IMM0:r:b
PINSRW               | MMX            | MMX            | PENTIUMMMX     | 0x0F 0xC4 no_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]  UIMM8()           | REG0=MMX_R():rw:q:u16 REG1=GPR32_B():r IMM0:r:b
PMADDUBSW            | MMX            | SSSE3          | SSSE3MMX       | 0x0F 0x38 0x04 no_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  MODRM()       | REG0=MMX_R():rw:q:i8 MEM0:r:q:i8
PMADDUBSW            | MMX            | SSSE3          | SSSE3MMX       | 0x0F 0x38 0x04 no_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]               | REG0=MMX_R():rw:q:i8 REG1=MMX_B():r:q:i8
PMADDWD              | MMX            | MMX            | PENTIUMMMX     | 0x0F 0xF5 no_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  MODRM()            | REG0=MMX_R():rw:q:i16 MEM0:r:q:i16
PMADDWD              | MMX            | MMX            | PENTIUMMMX     | 0x0F 0xF5 no_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]                    | REG0=MMX_R():rw:q:i16 REG1=MMX_B():r:q:i16
PMAXSW               | MMX            | MMX            | PENTIUMMMX     | 0x0F 0xEE no_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  MODRM()            | REG0=MMX_R():rw:q MEM0:r:q
PMAXSW               | MMX            | MMX            | PENTIUMMMX     | 0x0F 0xEE no_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]                    | REG0=MMX_R():rw:q REG1=MMX_B():r:q
PMAXUB               | MMX            | MMX            | PENTIUMMMX     | 0x0F 0xDE no_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  MODRM()            | REG0=MMX_R():rw:q MEM0:r:q
PMAXUB               | MMX            | MMX            | PENTIUMMMX     | 0x0F 0xDE no_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]                    | REG0=MMX_R():rw:q REG1=MMX_B():r:q
PMINSW               | MMX            | MMX            | PENTIUMMMX     | 0x0F 0xEA no_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  MODRM()            | REG0=MMX_R():rw:q MEM0:r:q
PMINSW               | MMX            | MMX            | PENTIUMMMX     | 0x0F 0xEA no_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]                    | REG0=MMX_R():rw:q REG1=MMX_B():r:q
PMINUB               | MMX            | MMX            | PENTIUMMMX     | 0x0F 0xDA no_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  MODRM()            | REG0=MMX_R():rw:q MEM0:r:q
PMINUB               | MMX            | MMX            | PENTIUMMMX     | 0x0F 0xDA no_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]                    | REG0=MMX_R():rw:q REG1=MMX_B():r:q
PMOVMSKB             | MMX            | MMX            | SSE            | 0x0F 0xD7 no_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]                    | REG0=GPR32_R():w REG1=MMX_B():r:q:i8
PMULHRSW             | MMX            | SSSE3          | SSSE3MMX       | 0x0F 0x38 0x0B no_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  MODRM()       | REG0=MMX_R():rw:q MEM0:r:q
PMULHRSW             | MMX            | SSSE3          | SSSE3MMX       | 0x0F 0x38 0x0B no_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]               | REG0=MMX_R():rw:q REG1=MMX_B():r:q
PMULHUW              | MMX            | MMX            | PENTIUMMMX     | 0x0F 0xE4 no_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  MODRM()            | REG0=MMX_R():rw:q:u16 MEM0:r:q:u16
PMULHUW              | MMX            | MMX            | PENTIUMMMX     | 0x0F 0xE4 no_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]                    | REG0=MMX_R():rw:q:u16 REG1=MMX_B():r:q:u16
PMULHW               | MMX            | MMX            | PENTIUMMMX     | 0x0F 0xE5 no_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  MODRM()            | REG0=MMX_R():rw:q:i16 MEM0:r:q:i16
PMULHW               | MMX            | MMX            | PENTIUMMMX     | 0x0F 0xE5 no_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]                    | REG0=MMX_R():rw:q:i16 REG1=MMX_B():r:q:i16
PMULLW               | MMX            | MMX            | PENTIUMMMX     | 0x0F 0xD5 no_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  MODRM()            | REG0=MMX_R():rw:q:i16 MEM0:r:q:i16
PMULLW               | MMX            | MMX            | PENTIUMMMX     | 0x0F 0xD5 no_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]                    | REG0=MMX_R():rw:q:i16 REG1=MMX_B():r:q:i16
PMULUDQ              | MMX            | SSE2           | SSE2MMX        | 0x0F 0xF4 no_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  MODRM()            | REG0=MMX_R():rw:q:u32 MEM0:r:q:u32
PMULUDQ              | MMX            | SSE2           | SSE2MMX        | 0x0F 0xF4 no_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]                    | REG0=MMX_R():rw:q:u32 REG1=MMX_B():r:q:u32
POP                  | POP            | BASE           | I86            | 0x8F MOD[mm] MOD!=3 REG[0b000] RM[nnn] DF64() MODRM()                            | MEM0:w:v REG0=XED_REG_STACKPOP:r:spw:SUPP
POP                  | POP            | BASE           | I86            | 0x8F MOD[0b11] MOD=3 REG[0b000] RM[nnn] DF64()                                   | REG0=GPRv_B():w REG1=XED_REG_STACKPOP:r:spw:SUPP
POP                  | POP            | BASE           | I86            | 0x07 not64                                                                       | REG0=XED_REG_ES:w:IMPL REG1=XED_REG_STACKPOP:r:spw:SUPP
POP                  | POP            | BASE           | I86            | 0x1F not64                                                                       | REG0=XED_REG_DS:w:IMPL REG1=XED_REG_STACKPOP:r:spw:SUPP
POP                  | POP            | BASE           | I86            | 0b0101_1 SRM[rrr] DF64()                                                         | REG0=GPRv_SB():w REG1=XED_REG_STACKPOP:r:spw:SUPP
POP                  | POP            | BASE           | I86            | 0x0F 0xA1 DF64()                                                                 | REG0=XED_REG_FS:w:IMPL REG1=XED_REG_STACKPOP:r:spw:SUPP
POP                  | POP            | BASE           | I86            | 0x0F 0xA9 DF64()                                                                 | REG0=XED_REG_GS:w:IMPL REG1=XED_REG_STACKPOP:r:spw:SUPP
POPA                 | POP            | BASE           | I186           | 0x61 mode16 no66_prefix                                                          | REG0=XED_REG_STACKPOP:r:spw8:SUPP REG1=XED_REG_AX:w:SUPP REG2=XED_REG_CX:w:SUPP REG3=XED_REG_DX:w:SUPP REG4=XED_REG_BX:w:SUPP REG5=XED_REG_BP:w:SUPP REG6=XED_REG_SI:w:SUPP REG7=XED_REG_DI:w:SUPP
POPA                 | POP            | BASE           | I186           | 0x61 mode32 66_prefix                                                            | REG0=XED_REG_STACKPOP:r:spw8:SUPP REG1=XED_REG_AX:w:SUPP REG2=XED_REG_CX:w:SUPP REG3=XED_REG_DX:w:SUPP REG4=XED_REG_BX:w:SUPP REG5=XED_REG_BP:w:SUPP REG6=XED_REG_SI:w:SUPP REG7=XED_REG_DI:w:SUPP
POPAD                | POP            | BASE           | I386           | 0x61 mode16 66_prefix                                                            | REG0=XED_REG_STACKPOP:r:spw8:SUPP REG1=XED_REG_EAX:w:SUPP REG2=XED_REG_ECX:w:SUPP REG3=XED_REG_EDX:w:SUPP REG4=XED_REG_EBX:w:SUPP REG5=XED_REG_EBP:w:SUPP REG6=XED_REG_ESI:w:SUPP REG7=XED_REG_EDI:w:SUPP
POPAD                | POP            | BASE           | I386           | 0x61 mode32 no66_prefix                                                          | REG0=XED_REG_STACKPOP:r:spw8:SUPP REG1=XED_REG_EAX:w:SUPP REG2=XED_REG_ECX:w:SUPP REG3=XED_REG_EDX:w:SUPP REG4=XED_REG_EBX:w:SUPP REG5=XED_REG_EBP:w:SUPP REG6=XED_REG_ESI:w:SUPP REG7=XED_REG_EDI:w:SUPP
POPCNT               | SSE            | SSE4           | POPCNT         | 0x0F 0xB8  f3_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]   MODRM()          | REG0=GPRv_R():w:v     MEM0:r:v
POPCNT               | SSE            | SSE4           | POPCNT         | 0x0F 0xB8  f3_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]                   | REG0=GPRv_R():w:v     REG1=GPRv_B():r:v
POPCNT_VEX           | KNCSCALAR      | KNC            | KNCV           | VV1 0xB8  VL128 VF3 V0F W0 NOVSR MOD[0b11] MOD=3 REG[rrr] RM[nnn]                | REG0=GPR32_R():w:d   REG1=GPR32_B():r:d
POPCNT_VEX           | KNCSCALAR      | KNC            | KNCV           | VV1 0xB8  VL128 VF3 V0F W1 NOVSR MOD[0b11] MOD=3 REG[rrr] RM[nnn]                | REG0=GPR64_R():w:q  REG1=GPR64_B():r:q
POPF                 | POP            | BASE           | I86            | 0x9D  mode16 no66_prefix                                                         | REG0=XED_REG_STACKPOP:r:w:SUPP
POPF                 | POP            | BASE           | I86            | 0x9D mode32 66_prefix                                                            | REG0=XED_REG_STACKPOP:r:w:SUPP
POPF                 | POP            | BASE           | I86            | 0x9D mode64 norexw_prefix 66_prefix                                              | REG0=XED_REG_STACKPOP:r:w:SUPP
POPFD                | POP            | BASE           | I386           | 0x9D mode16 66_prefix                                                            | REG0=XED_REG_STACKPOP:r:d:SUPP
POPFD                | POP            | BASE           | I386           | 0x9D mode32 no66_prefix                                                          | REG0=XED_REG_STACKPOP:r:d:SUPP
POR                  | LOGICAL        | MMX            | PENTIUMMMX     | 0x0F 0xEB no_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  MODRM()            | REG0=MMX_R():rw:q MEM0:r:q
POR                  | LOGICAL        | MMX            | PENTIUMMMX     | 0x0F 0xEB no_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]                    | REG0=MMX_R():rw:q REG1=MMX_B():r:q
PREFETCH_EXCLUSIVE   | PREFETCH       | 3DNOW          | PREFETCH_NOP   | 0x0F 0x0D MOD[mm] MOD!=3 REG[0b000] RM[nnn] MODRM()                              | MEM0:r:mprefetch
PREFETCH_RESERVED    | PREFETCH       | 3DNOW          | PREFETCH_NOP   | 0x0F 0x0D MOD[mm] MOD!=3 REG[0b010] RM[nnn] MODRM()                              | MEM0:r:mprefetch
