| Index | Operand | Instruction       | Sig                                           | OpCode                        | Type    | Data     | Reg   | Mem    | MemSize | MemSeg | MemOff | MemFar | Imm | RwxIndex | RwxWidth |
| 252   | 0       | cmovnz            | cmovnz r16,r16/m                              | 66 0F 45 /r                   | reg     | r16      | r16   |        | -1      |        | false  | false  | 0   | 0        | 16       |
| 252   | 1       | cmovnz            | cmovnz r16,r16/m                              | 66 0F 45 /r                   | reg/mem | r16/m16  | r16   | m16    | 16      |        | false  | false  | 0   | 0        | 16       |
| 253   | 0       | cmovnz            | cmovnz r32,r32/m                              | 0F 45 /r                      | reg     | r32      | r32   |        | -1      |        | false  | false  | 0   | 0        | 32       |
| 253   | 1       | cmovnz            | cmovnz r32,r32/m                              | 0F 45 /r                      | reg/mem | r32/m32  | r32   | m32    | 32      |        | false  | false  | 0   | 0        | 32       |
| 254   | 0       | cmovnz            | cmovnz r64,r64/m                              | REX.W 0F 45 /r                | reg     | r64      | r64   |        | -1      |        | false  | false  | 0   | 0        | 64       |
| 254   | 1       | cmovnz            | cmovnz r64,r64/m                              | REX.W 0F 45 /r                | reg/mem | r64/m64  | r64   | m64    | 64      |        | false  | false  | 0   | 0        | 64       |
| 255   | 0       | cmovo             | cmovo r16,r16/m                               | 66 0F 40 /r                   | reg     | r16      | r16   |        | -1      |        | false  | false  | 0   | 0        | 16       |
| 255   | 1       | cmovo             | cmovo r16,r16/m                               | 66 0F 40 /r                   | reg/mem | r16/m16  | r16   | m16    | 16      |        | false  | false  | 0   | 0        | 16       |
| 256   | 0       | cmovo             | cmovo r32,r32/m                               | 0F 40 /r                      | reg     | r32      | r32   |        | -1      |        | false  | false  | 0   | 0        | 32       |
| 256   | 1       | cmovo             | cmovo r32,r32/m                               | 0F 40 /r                      | reg/mem | r32/m32  | r32   | m32    | 32      |        | false  | false  | 0   | 0        | 32       |
| 257   | 0       | cmovo             | cmovo r64,r64/m                               | REX.W 0F 40 /r                | reg     | r64      | r64   |        | -1      |        | false  | false  | 0   | 0        | 64       |
| 257   | 1       | cmovo             | cmovo r64,r64/m                               | REX.W 0F 40 /r                | reg/mem | r64/m64  | r64   | m64    | 64      |        | false  | false  | 0   | 0        | 64       |
| 258   | 0       | cmovp             | cmovp r16,r16/m                               | 66 0F 4A /r                   | reg     | r16      | r16   |        | -1      |        | false  | false  | 0   | 0        | 16       |
| 258   | 1       | cmovp             | cmovp r16,r16/m                               | 66 0F 4A /r                   | reg/mem | r16/m16  | r16   | m16    | 16      |        | false  | false  | 0   | 0        | 16       |
| 259   | 0       | cmovp             | cmovp r32,r32/m                               | 0F 4A /r                      | reg     | r32      | r32   |        | -1      |        | false  | false  | 0   | 0        | 32       |
| 259   | 1       | cmovp             | cmovp r32,r32/m                               | 0F 4A /r                      | reg/mem | r32/m32  | r32   | m32    | 32      |        | false  | false  | 0   | 0        | 32       |
| 260   | 0       | cmovp             | cmovp r64,r64/m                               | REX.W 0F 4A /r                | reg     | r64      | r64   |        | -1      |        | false  | false  | 0   | 0        | 64       |
| 260   | 1       | cmovp             | cmovp r64,r64/m                               | REX.W 0F 4A /r                | reg/mem | r64/m64  | r64   | m64    | 64      |        | false  | false  | 0   | 0        | 64       |
| 261   | 0       | cmovpe            | cmovpe r16,r16/m                              | 66 0F 4A /r                   | reg     | r16      | r16   |        | -1      |        | false  | false  | 0   | 0        | 16       |
| 261   | 1       | cmovpe            | cmovpe r16,r16/m                              | 66 0F 4A /r                   | reg/mem | r16/m16  | r16   | m16    | 16      |        | false  | false  | 0   | 0        | 16       |
| 262   | 0       | cmovpe            | cmovpe r32,r32/m                              | 0F 4A /r                      | reg     | r32      | r32   |        | -1      |        | false  | false  | 0   | 0        | 32       |
| 262   | 1       | cmovpe            | cmovpe r32,r32/m                              | 0F 4A /r                      | reg/mem | r32/m32  | r32   | m32    | 32      |        | false  | false  | 0   | 0        | 32       |
| 263   | 0       | cmovpe            | cmovpe r64,r64/m                              | REX.W 0F 4A /r                | reg     | r64      | r64   |        | -1      |        | false  | false  | 0   | 0        | 64       |
| 263   | 1       | cmovpe            | cmovpe r64,r64/m                              | REX.W 0F 4A /r                | reg/mem | r64/m64  | r64   | m64    | 64      |        | false  | false  | 0   | 0        | 64       |
| 264   | 0       | cmovpo            | cmovpo r16,r16/m                              | 66 0F 4B /r                   | reg     | r16      | r16   |        | -1      |        | false  | false  | 0   | 0        | 16       |
| 264   | 1       | cmovpo            | cmovpo r16,r16/m                              | 66 0F 4B /r                   | reg/mem | r16/m16  | r16   | m16    | 16      |        | false  | false  | 0   | 0        | 16       |
| 265   | 0       | cmovpo            | cmovpo r32,r32/m                              | 0F 4B /r                      | reg     | r32      | r32   |        | -1      |        | false  | false  | 0   | 0        | 32       |
| 265   | 1       | cmovpo            | cmovpo r32,r32/m                              | 0F 4B /r                      | reg/mem | r32/m32  | r32   | m32    | 32      |        | false  | false  | 0   | 0        | 32       |
| 266   | 0       | cmovpo            | cmovpo r64,r64/m                              | REX.W 0F 4B /r                | reg     | r64      | r64   |        | -1      |        | false  | false  | 0   | 0        | 64       |
| 266   | 1       | cmovpo            | cmovpo r64,r64/m                              | REX.W 0F 4B /r                | reg/mem | r64/m64  | r64   | m64    | 64      |        | false  | false  | 0   | 0        | 64       |
| 267   | 0       | cmovs             | cmovs r16,r16/m                               | 66 0F 48 /r                   | reg     | r16      | r16   |        | -1      |        | false  | false  | 0   | 0        | 16       |
| 267   | 1       | cmovs             | cmovs r16,r16/m                               | 66 0F 48 /r                   | reg/mem | r16/m16  | r16   | m16    | 16      |        | false  | false  | 0   | 0        | 16       |
| 268   | 0       | cmovs             | cmovs r32,r32/m                               | 0F 48 /r                      | reg     | r32      | r32   |        | -1      |        | false  | false  | 0   | 0        | 32       |
| 268   | 1       | cmovs             | cmovs r32,r32/m                               | 0F 48 /r                      | reg/mem | r32/m32  | r32   | m32    | 32      |        | false  | false  | 0   | 0        | 32       |
| 269   | 0       | cmovs             | cmovs r64,r64/m                               | REX.W 0F 48 /r                | reg     | r64      | r64   |        | -1      |        | false  | false  | 0   | 0        | 64       |
| 269   | 1       | cmovs             | cmovs r64,r64/m                               | REX.W 0F 48 /r                | reg/mem | r64/m64  | r64   | m64    | 64      |        | false  | false  | 0   | 0        | 64       |
| 270   | 0       | cmovz             | cmovz r16,r16/m                               | 66 0F 44 /r                   | reg     | r16      | r16   |        | -1      |        | false  | false  | 0   | 0        | 16       |
