Mnemonic         | Expression                     | Instruction                              | Modes            | CpuId      | OpCodeId  
PMADDUBSW        | 66 0F 38 04 /r                 | PMADDUBSW xmm1, xmm2/m128                | 16/32/64-bit     | SSSE3      | Pmaddubsw_xmm_xmmm128
PMADDWD          | NP 0F F5 /r                    | PMADDWD mm, mm/m64                       | 16/32/64-bit     | MMX        | Pmaddwd_mm_mmm64
PMADDWD          | 66 0F F5 /r                    | PMADDWD xmm1, xmm2/m128                  | 16/32/64-bit     | SSE2       | Pmaddwd_xmm_xmmm128
PMAXSB           | 66 0F 38 3C /r                 | PMAXSB xmm1, xmm2/m128                   | 16/32/64-bit     | SSE4.1     | Pmaxsb_xmm_xmmm128
PMAXSD           | 66 0F 38 3D /r                 | PMAXSD xmm1, xmm2/m128                   | 16/32/64-bit     | SSE4.1     | Pmaxsd_xmm_xmmm128
PMAXSW           | NP 0F EE /r                    | PMAXSW mm1, mm2/m64                      | 16/32/64-bit     | SSE        | Pmaxsw_mm_mmm64
PMAXSW           | 66 0F EE /r                    | PMAXSW xmm1, xmm2/m128                   | 16/32/64-bit     | SSE2       | Pmaxsw_xmm_xmmm128
PMAXUB           | NP 0F DE /r                    | PMAXUB mm1, mm2/m64                      | 16/32/64-bit     | SSE        | Pmaxub_mm_mmm64
PMAXUB           | 66 0F DE /r                    | PMAXUB xmm1, xmm2/m128                   | 16/32/64-bit     | SSE2       | Pmaxub_xmm_xmmm128
PMAXUD           | 66 0F 38 3F /r                 | PMAXUD xmm1, xmm2/m128                   | 16/32/64-bit     | SSE4.1     | Pmaxud_xmm_xmmm128
PMAXUW           | 66 0F 38 3E /r                 | PMAXUW xmm1, xmm2/m128                   | 16/32/64-bit     | SSE4.1     | Pmaxuw_xmm_xmmm128
PMINSB           | 66 0F 38 38 /r                 | PMINSB xmm1, xmm2/m128                   | 16/32/64-bit     | SSE4.1     | Pminsb_xmm_xmmm128
PMINSD           | 66 0F 38 39 /r                 | PMINSD xmm1, xmm2/m128                   | 16/32/64-bit     | SSE4.1     | Pminsd_xmm_xmmm128
PMINSW           | NP 0F EA /r                    | PMINSW mm1, mm2/m64                      | 16/32/64-bit     | SSE        | Pminsw_mm_mmm64
PMINSW           | 66 0F EA /r                    | PMINSW xmm1, xmm2/m128                   | 16/32/64-bit     | SSE2       | Pminsw_xmm_xmmm128
PMINUB           | NP 0F DA /r                    | PMINUB mm1, mm2/m64                      | 16/32/64-bit     | SSE        | Pminub_mm_mmm64
PMINUB           | 66 0F DA /r                    | PMINUB xmm1, xmm2/m128                   | 16/32/64-bit     | SSE2       | Pminub_xmm_xmmm128
PMINUD           | 66 0F 38 3B /r                 | PMINUD xmm1, xmm2/m128                   | 16/32/64-bit     | SSE4.1     | Pminud_xmm_xmmm128
PMINUW           | 66 0F 38 3A /r                 | PMINUW xmm1, xmm2/m128                   | 16/32/64-bit     | SSE4.1     | Pminuw_xmm_xmmm128
PMOVMSKB         | NP 0F D7 /r                    | PMOVMSKB r32, mm                         | 16/32/64-bit     | SSE        | Pmovmskb_r32_mm
PMOVMSKB         | NP REX.W 0F D7 /r              | PMOVMSKB r64, mm                         | 64-bit           | SSE        | Pmovmskb_r64_mm
PMOVMSKB         | 66 0F D7 /r                    | PMOVMSKB r32, xmm                        | 16/32/64-bit     | SSE2       | Pmovmskb_r32_xmm
PMOVMSKB         | 66 REX.W 0F D7 /r              | PMOVMSKB r64, xmm                        | 64-bit           | SSE2       | Pmovmskb_r64_xmm
PMOVSXBD         | 66 0F 38 21 /r                 | PMOVSXBD xmm1, xmm2/m32                  | 16/32/64-bit     | SSE4.1     | Pmovsxbd_xmm_xmmm32
PMOVSXBQ         | 66 0F 38 22 /r                 | PMOVSXBQ xmm1, xmm2/m16                  | 16/32/64-bit     | SSE4.1     | Pmovsxbq_xmm_xmmm16
PMOVSXBW         | 66 0F 38 20 /r                 | PMOVSXBW xmm1, xmm2/m64                  | 16/32/64-bit     | SSE4.1     | Pmovsxbw_xmm_xmmm64
PMOVSXDQ         | 66 0F 38 25 /r                 | PMOVSXDQ xmm1, xmm2/m64                  | 16/32/64-bit     | SSE4.1     | Pmovsxdq_xmm_xmmm64
PMOVSXWD         | 66 0F 38 23 /r                 | PMOVSXWD xmm1, xmm2/m64                  | 16/32/64-bit     | SSE4.1     | Pmovsxwd_xmm_xmmm64
PMOVSXWQ         | 66 0F 38 24 /r                 | PMOVSXWQ xmm1, xmm2/m32                  | 16/32/64-bit     | SSE4.1     | Pmovsxwq_xmm_xmmm32
PMOVZXBD         | 66 0F 38 31 /r                 | PMOVZXBD xmm1, xmm2/m32                  | 16/32/64-bit     | SSE4.1     | Pmovzxbd_xmm_xmmm32
PMOVZXBQ         | 66 0F 38 32 /r                 | PMOVZXBQ xmm1, xmm2/m16                  | 16/32/64-bit     | SSE4.1     | Pmovzxbq_xmm_xmmm16
PMOVZXBW         | 66 0F 38 30 /r                 | PMOVZXBW xmm1, xmm2/m64                  | 16/32/64-bit     | SSE4.1     | Pmovzxbw_xmm_xmmm64
PMOVZXDQ         | 66 0F 38 35 /r                 | PMOVZXDQ xmm1, xmm2/m64                  | 16/32/64-bit     | SSE4.1     | Pmovzxdq_xmm_xmmm64
PMOVZXWD         | 66 0F 38 33 /r                 | PMOVZXWD xmm1, xmm2/m64                  | 16/32/64-bit     | SSE4.1     | Pmovzxwd_xmm_xmmm64
PMOVZXWQ         | 66 0F 38 34 /r                 | PMOVZXWQ xmm1, xmm2/m32                  | 16/32/64-bit     | SSE4.1     | Pmovzxwq_xmm_xmmm32
PMULDQ           | 66 0F 38 28 /r                 | PMULDQ xmm1, xmm2/m128                   | 16/32/64-bit     | SSE4.1     | Pmuldq_xmm_xmmm128
PMULHRSW         | NP 0F 38 0B /r                 | PMULHRSW mm1, mm2/m64                    | 16/32/64-bit     | SSSE3      | Pmulhrsw_mm_mmm64
PMULHRSW         | 66 0F 38 0B /r                 | PMULHRSW xmm1, xmm2/m128                 | 16/32/64-bit     | SSSE3      | Pmulhrsw_xmm_xmmm128
PMULHRW          | 0F 0F /r B7                    | PMULHRW mm1, mm2/m64                     | 16/32/64-bit     | 3DNOW      | D3NOW_Pmulhrw_mm_mmm64
PMULHUW          | NP 0F E4 /r                    | PMULHUW mm1, mm2/m64                     | 16/32/64-bit     | SSE        | Pmulhuw_mm_mmm64
PMULHUW          | 66 0F E4 /r                    | PMULHUW xmm1, xmm2/m128                  | 16/32/64-bit     | SSE2       | Pmulhuw_xmm_xmmm128
PMULHW           | NP 0F E5 /r                    | PMULHW mm, mm/m64                        | 16/32/64-bit     | MMX        | Pmulhw_mm_mmm64
PMULHW           | 66 0F E5 /r                    | PMULHW xmm1, xmm2/m128                   | 16/32/64-bit     | SSE2       | Pmulhw_xmm_xmmm128
PMULLD           | 66 0F 38 40 /r                 | PMULLD xmm1, xmm2/m128                   | 16/32/64-bit     | SSE4.1     | Pmulld_xmm_xmmm128
PMULLW           | NP 0F D5 /r                    | PMULLW mm, mm/m64                        | 16/32/64-bit     | MMX        | Pmullw_mm_mmm64
PMULLW           | 66 0F D5 /r                    | PMULLW xmm1, xmm2/m128                   | 16/32/64-bit     | SSE2       | Pmullw_xmm_xmmm128
PMULUDQ          | NP 0F F4 /r                    | PMULUDQ mm1, mm2/m64                     | 16/32/64-bit     | SSE2       | Pmuludq_mm_mmm64
PMULUDQ          | 66 0F F4 /r                    | PMULUDQ xmm1, xmm2/m128                  | 16/32/64-bit     | SSE2       | Pmuludq_xmm_xmmm128
POP              | 07                             | POP ES                                   | 16/32-bit        | 8086+      | Popw_ES   
POP              | 07                             | POP ES                                   | 16/32-bit        | 386+       | Popd_ES   
POP              | 0F                             | POP CS                                   | 16/32-bit        | 8086       | Popw_CS   
POP              | 17                             | POP SS                                   | 16/32-bit        | 8086+      | Popw_SS   
POP              | 17                             | POP SS                                   | 16/32-bit        | 386+       | Popd_SS   
POP              | 1F                             | POP DS                                   | 16/32-bit        | 8086+      | Popw_DS   
POP              | 1F                             | POP DS                                   | 16/32-bit        | 386+       | Popd_DS   
POP              | 58+rw                          | POP r16                                  | 16/32/64-bit     | 8086+      | Pop_r16   
POP              | 58+rd                          | POP r32                                  | 16/32-bit        | 386+       | Pop_r32   
POP              | 58+ro                          | POP r64                                  | 64-bit           | X64        | Pop_r64   
POP              | 8F /0                          | POP r/m16                                | 16/32/64-bit     | 8086+      | Pop_rm16  
POP              | 8F /0                          | POP r/m32                                | 16/32-bit        | 386+       | Pop_rm32  
POP              | 8F /0                          | POP r/m64                                | 64-bit           | X64        | Pop_rm64  
POP              | 0F A1                          | POP FS                                   | 16/32/64-bit     | 386+       | Popw_FS   
POP              | 0F A1                          | POP FS                                   | 16/32-bit        | 386+       | Popd_FS   
POP              | 0F A1                          | POP FS                                   | 64-bit           | X64        | Popq_FS   
POP              | 0F A9                          | POP GS                                   | 16/32/64-bit     | 386+       | Popw_GS   
POP              | 0F A9                          | POP GS                                   | 16/32-bit        | 386+       | Popd_GS   
POP              | 0F A9                          | POP GS                                   | 64-bit           | X64        | Popq_GS   
POPA             | 61                             | POPA                                     | 16/32-bit        | 186+       | Popaw     
POPAD            | 61                             | POPAD                                    | 16/32-bit        | 386+       | Popad     
POPCNT           | F3 0F B8 /r                    | POPCNT r16, r/m16                        | 16/32/64-bit     | POPCNT     | Popcnt_r16_rm16
POPCNT           | F3 0F B8 /r                    | POPCNT r32, r/m32                        | 16/32/64-bit     | POPCNT     | Popcnt_r32_rm32
POPCNT           | F3 REX.W 0F B8 /r              | POPCNT r64, r/m64                        | 64-bit           | POPCNT     | Popcnt_r64_rm64
POPF             | 9D                             | POPF                                     | 16/32/64-bit     | 8086+      | Popfw     
POPFD            | 9D                             | POPFD                                    | 16/32-bit        | 386+       | Popfd     
POPFQ            | 9D                             | POPFQ                                    | 64-bit           | X64        | Popfq     
POR              | NP 0F EB /r                    | POR mm, mm/m64                           | 16/32/64-bit     | MMX        | Por_mm_mmm64
POR              | 66 0F EB /r                    | POR xmm1, xmm2/m128                      | 16/32/64-bit     | SSE2       | Por_xmm_xmmm128
PREFETCH         | 0F 0D /0                       | PREFETCH m8                              | 16/32/64-bit     | PREFETCHW  | Prefetch_m8
PREFETCHNTA      | 0F 18 /0                       | PREFETCHNTA m8                           | 16/32/64-bit     | SSE        | Prefetchnta_m8
PREFETCHT0       | 0F 18 /1                       | PREFETCHT0 m8                            | 16/32/64-bit     | SSE        | Prefetcht0_m8
PREFETCHT1       | 0F 18 /2                       | PREFETCHT1 m8                            | 16/32/64-bit     | SSE        | Prefetcht1_m8
PREFETCHT2       | 0F 18 /3                       | PREFETCHT2 m8                            | 16/32/64-bit     | SSE        | Prefetcht2_m8
PREFETCHW        | 0F 0D /1                       | PREFETCHW m8                             | 16/32/64-bit     | PREFETCHW  | Prefetchw_m8
PREFETCHWT1      | 0F 0D /2                       | PREFETCHWT1 m8                           | 16/32/64-bit     | PREFETCHWT1 | Prefetchwt1_m8
PSADBW           | NP 0F F6 /r                    | PSADBW mm1, mm2/m64                      | 16/32/64-bit     | SSE        | Psadbw_mm_mmm64
PSADBW           | 66 0F F6 /r                    | PSADBW xmm1, xmm2/m128                   | 16/32/64-bit     | SSE2       | Psadbw_xmm_xmmm128
PSHUFB           | NP 0F 38 00 /r                 | PSHUFB mm1, mm2/m64                      | 16/32/64-bit     | SSSE3      | Pshufb_mm_mmm64
PSHUFB           | 66 0F 38 00 /r                 | PSHUFB xmm1, xmm2/m128                   | 16/32/64-bit     | SSSE3      | Pshufb_xmm_xmmm128
PSHUFD           | 66 0F 70 /r ib                 | PSHUFD xmm1, xmm2/m128, imm8             | 16/32/64-bit     | SSE2       | Pshufd_xmm_xmmm128_imm8
PSHUFHW          | F3 0F 70 /r ib                 | PSHUFHW xmm1, xmm2/m128, imm8            | 16/32/64-bit     | SSE2       | Pshufhw_xmm_xmmm128_imm8
PSHUFLW          | F2 0F 70 /r ib                 | PSHUFLW xmm1, xmm2/m128, imm8            | 16/32/64-bit     | SSE2       | Pshuflw_xmm_xmmm128_imm8
PSHUFW           | NP 0F 70 /r ib                 | PSHUFW mm1, mm2/m64, imm8                | 16/32/64-bit     | SSE        | Pshufw_mm_mmm64_imm8
PSIGNB           | NP 0F 38 08 /r                 | PSIGNB mm1, mm2/m64                      | 16/32/64-bit     | SSSE3      | Psignb_mm_mmm64
PSIGNB           | 66 0F 38 08 /r                 | PSIGNB xmm1, xmm2/m128                   | 16/32/64-bit     | SSSE3      | Psignb_xmm_xmmm128
PSIGND           | NP 0F 38 0A /r                 | PSIGND mm1, mm2/m64                      | 16/32/64-bit     | SSSE3      | Psignd_mm_mmm64
PSIGND           | 66 0F 38 0A /r                 | PSIGND xmm1, xmm2/m128                   | 16/32/64-bit     | SSSE3      | Psignd_xmm_xmmm128
PSIGNW           | NP 0F 38 09 /r                 | PSIGNW mm1, mm2/m64                      | 16/32/64-bit     | SSSE3      | Psignw_mm_mmm64
PSIGNW           | 66 0F 38 09 /r                 | PSIGNW xmm1, xmm2/m128                   | 16/32/64-bit     | SSSE3      | Psignw_xmm_xmmm128
PSLLD            | NP 0F 72 /6 ib                 | PSLLD mm, imm8                           | 16/32/64-bit     | MMX        | Pslld_mm_imm8
PSLLD            | 66 0F 72 /6 ib                 | PSLLD xmm1, imm8                         | 16/32/64-bit     | SSE2       | Pslld_xmm_imm8
PSLLD            | NP 0F F2 /r                    | PSLLD mm, mm/m64                         | 16/32/64-bit     | MMX        | Pslld_mm_mmm64
PSLLD            | 66 0F F2 /r                    | PSLLD xmm1, xmm2/m128                    | 16/32/64-bit     | SSE2       | Pslld_xmm_xmmm128
PSLLDQ           | 66 0F 73 /7 ib                 | PSLLDQ xmm1, imm8                        | 16/32/64-bit     | SSE2       | Pslldq_xmm_imm8
PSLLQ            | NP 0F 73 /6 ib                 | PSLLQ mm, imm8                           | 16/32/64-bit     | MMX        | Psllq_mm_imm8
PSLLQ            | 66 0F 73 /6 ib                 | PSLLQ xmm1, imm8                         | 16/32/64-bit     | SSE2       | Psllq_xmm_imm8
PSLLQ            | NP 0F F3 /r                    | PSLLQ mm, mm/m64                         | 16/32/64-bit     | MMX        | Psllq_mm_mmm64
PSLLQ            | 66 0F F3 /r                    | PSLLQ xmm1, xmm2/m128                    | 16/32/64-bit     | SSE2       | Psllq_xmm_xmmm128
PSLLW            | NP 0F 71 /6 ib                 | PSLLW mm1, imm8                          | 16/32/64-bit     | MMX        | Psllw_mm_imm8
PSLLW            | 66 0F 71 /6 ib                 | PSLLW xmm1, imm8                         | 16/32/64-bit     | SSE2       | Psllw_xmm_imm8
PSLLW            | NP 0F F1 /r                    | PSLLW mm, mm/m64                         | 16/32/64-bit     | MMX        | Psllw_mm_mmm64
PSLLW            | 66 0F F1 /r                    | PSLLW xmm1, xmm2/m128                    | 16/32/64-bit     | SSE2       | Psllw_xmm_xmmm128
PSMASH           | F3 0F 01 FF                    | PSMASH                                   | 64-bit           | SNP        | Psmash    
